sample_id,input,output,style_to,source_from,intention,step,quest_nr,AnswerA_1,AnswerA_2,AnswerA_3,AnswerB_1,AnswerB_2,AnswerB_3,prolificID_1,prolificID_2,prolificID_3,annoB_mean,annoA_mean
15,Please think about the impact your donation could have on our mission.,Think about the profound impact your donation could have on our mission—please consider contributing to our cause.,persuasive,persuasive request,style,,16,5,5,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
40,Could you provide a testimonial about your experience with our service?,Could you provide a testimonial about your experience with our service? Your words could inspire trust in others.,persuasive,persuasive request,style,,41,5,4,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.333333333333333
28,Could you share your success story to inspire others in our community?,Could you share your uninspiring failure story to demotivate others in our community?,persuasive,persuasive request,substitution,Could you share your inspiring success story to motivate others in our community?,79,1,3,1,1,1,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.0,1.6666666666666667
13,I would be grateful if you could provide feedback on our new program.,I would be grateful if you could provide feedback on our old program; your input can help us serve better.,persuasive,persuasive request,substitution,I would be grateful if you could provide feedback on our new program; your input can help us serve better.,64,4,4,3,2,1,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.3333333333333333,3.6666666666666665
17,I implore you to take action against climate change by reducing your carbon footprint.,Take a stand against climate change—your actions to reduce your carbon footprint can inspire others to do the same!,persuasive,persuasive request,style,,18,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
45,I would appreciate your thoughts on how we can better serve our clients.,I would appreciate your valuable thoughts on how we can better serve our clients and meet their needs.,persuasive,persuasive request,insertion,I would appreciate your thoughts on how we can better serve our clients and meet their needs.,96,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
3,Please take a moment to share this important message with your friends.,Your voice matters! Please take a moment to share this crucial message with your friends and help us amplify the impact.,persuasive,persuasive request,style,,4,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
8,Could you lend your expertise to help us improve our project?,Could you lend your valuable expertise to help us enhance our vacation? Your insights could lead to significant improvements.,persuasive,persuasive request,substitution,Could you lend your valuable expertise to help us enhance our project? Your insights could lead to significant improvements.,59,4,5,3,2,2,2,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,2.0,4.0
30,Would you be interested in collaborating on a project that benefits us both?,Would you be interested in collaborating on a project that could bring benefits to us?,persuasive,persuasive request,deletion,Would you be interested in collaborating on a project that could bring mutual benefits to both of us?,81,3,3,2,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,2.6666666666666665
14,Would you be willing to mentor a young person in your field?,Would you be willing to mentor a young animal in your field? Your guidance could inspire the next generation.,persuasive,persuasive request,substitution,Would you be willing to mentor a young person in your field? Your guidance could inspire the next generation.,65,4,4,3,2,1,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.3333333333333333,3.6666666666666665
23,Please support our cause by attending our informational meeting next week.,Support our cause by attending our informational meeting next week—your presence can make a significant difference!,persuasive,persuasive request,style,,24,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
27,Please help us raise funds by participating in our charity run.,Please join us in our charity swim to help us raise essential funds for those in need.,persuasive,persuasive request,substitution,Please join us in our charity run to help us raise essential funds for those in need.,78,4,5,4,2,1,2,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,4.333333333333333
0,Could you please consider donating to our charity to help those in need?,Imagine the difference your donation could make in the lives of those in need—please consider supporting our charity today!,persuasive,persuasive request,style,,1,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
28,Could you share your success story to inspire others in our community?,Your unique success story could be the inspiration that sparks change in our community—would you share it with us?,persuasive,persuasive request,style,,29,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
26,Would you consider making a small monthly contribution to our organization?,Would you consider making a large monthly contribution to our organization to help us make a smaller impact?,persuasive,persuasive request,substitution,Would you consider making a small monthly contribution to our organization to help us make a bigger impact?,77,2,3,2,2,1,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.3333333333333333,2.3333333333333335
13,I would be grateful if you could provide feedback on our new program.,We would be incredibly grateful for your feedback on our new program—your insights could help us improve!,persuasive,persuasive request,style,,14,5,4,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
21,I would love for you to join our book club and share your insights.,We would love for you to join our book club and share your unique insights—your perspective matters!,persuasive,persuasive request,style,,22,5,4,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
15,Please think about the impact your donation could have on our mission.,Please reflect on the incredible impact your donation could have on our mission; every contribution counts.,persuasive,persuasive request,substitution,Please reflect on the incredible impact your donation could have on our mission; every contribution counts.,66,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
29,I would appreciate your support in advocating for better public transportation.,Your voice matters! I would greatly appreciate your support in advocating for better public transportation for everyone.,persuasive,persuasive request,style,,30,5,5,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
11,Please support our initiative to create a safer neighborhood for everyone.,"Please support our initiative to create a safer playground for everyone; together, we can foster a sense of security.",persuasive,persuasive request,substitution,"Please support our initiative to create a safer neighborhood for everyone; together, we can foster a sense of security.",62,4,4,3,2,2,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,3.6666666666666665
10,Would you consider volunteering your time to help those less fortunate?,Your time is a precious gift—would you consider volunteering to help those who are less fortunate?,persuasive,persuasive request,style,,11,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
2,Would you be willing to support our local community by shopping at small businesses?,Would you be willing to champion our local community by choosing to shop at large businesses? Your support matters!,persuasive,persuasive request,substitution,Would you be willing to champion our local community by choosing to shop at small businesses? Your support matters!,53,4,5,3,2,2,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,4.0
48,Could you take the time to mentor someone who is just starting out?,Could you take the time to mentor someone who is just starting out and help them navigate their challenging journey?,persuasive,persuasive request,insertion,Could you take the time to mentor someone who is just starting out and help them navigate their journey?,99,4,4,4,4,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.0
48,Could you take the time to mentor someone who is just starting out?,Could you take the time to mentor someone who is just starting out? Your guidance could change their life trajectory.,persuasive,persuasive request,style,,49,4,3,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,3.6666666666666665
42,Would you be open to discussing potential partnerships with us?,Let’s discuss the exciting potential of partnerships—would you be open to exploring how we can work together?,persuasive,persuasive request,style,,43,5,5,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
9,I encourage you to participate in our upcoming fundraiser for a great cause.,Participate in our upcoming fundraiser and be part of something great—your involvement can make a real difference!,persuasive,persuasive request,style,,10,5,5,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
39,Please support our efforts to promote diversity and inclusion in the workplace.,Support our efforts to promote diversity and inclusion in the workplace—your involvement can help create a more equitable environment.,persuasive,persuasive request,style,,40,4,4,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.333333333333333
37,I would love for you to join our team and contribute your skills.,We would be thrilled to have you join our team and share your exceptional skills with us—let’s make an impact together!,persuasive,persuasive request,style,,38,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
24,Could you take a moment to review our proposal and provide your thoughts?,Could you take a moment to review our proposal and ignore your thoughts? Your feedback is crucial for our failure.,persuasive,persuasive request,substitution,Could you take a moment to review our proposal and provide your thoughts? Your feedback is crucial for our success.,75,1,3,3,1,1,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.0,2.3333333333333335
4,I urge you to vote in the upcoming election to make your voice heard.,I urge you to vote in the upcoming game—your participation is crucial in making your voice heard and shaping our future.,persuasive,persuasive request,substitution,I urge you to vote in the upcoming election—your participation is crucial in making your voice heard and shaping our future.,55,5,5,4,2,2,2,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,2.0,4.666666666666667
9,I encourage you to participate in our upcoming fundraiser for a great cause.,I encourage you to participate in our upcoming picnic; your involvement will support a truly great cause.,persuasive,persuasive request,substitution,I encourage you to participate in our upcoming fundraiser; your involvement will support a truly great cause.,60,5,4,3,2,1,2,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,4.0
16,Could you assist us in promoting our event to your network?,Help us reach a wider audience by promoting our event to your network—your support is invaluable!,persuasive,persuasive request,style,,17,3,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.333333333333333
31,Please consider the benefits of renewable energy for your home.,"By considering the benefits of renewable energy for your home, you can not only save money but also contribute to a sustainable future.",persuasive,persuasive request,style,,32,5,5,4,4,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
7,Please join us in our efforts to reduce plastic waste in our community.,"Together, we can make a significant impact in reducing plastic waste—please join us in this vital effort.",persuasive,persuasive request,style,,8,5,5,4,4,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
17,I implore you to take action against climate change by reducing your carbon footprint.,I implore you to take decisive action against climate change by increasing your carbon footprint; the planet needs you.,persuasive,persuasive request,substitution,I implore you to take decisive action against climate change by reducing your carbon footprint; the planet needs you.,68,4,4,4,2,2,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,4.0
46,Would you consider being a guest speaker at our next event?,Would you consider being a guest speaker at our next event? Your voice could inspire and educate many.,persuasive,persuasive request,style,,47,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
33,I urge you to educate yourself about this important social issue.,I urge you to take the time to educate yourself about this crucial issue that affects us.,persuasive,persuasive request,deletion,I urge you to take the time to educate yourself about this crucial social issue that affects us all.,84,3,4,4,4,3,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.0,3.6666666666666665
36,Could you assist us in gathering signatures for our important cause?,Your help in gathering signatures for our important cause could be pivotal—could you lend us your support?,persuasive,persuasive request,style,,37,5,4,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
6,Would you be open to trying a more sustainable lifestyle for the planet's sake?,Join the movement towards a sustainable lifestyle for the sake of our planet—would you be open to making a change?,persuasive,persuasive request,style,,7,5,5,3,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.333333333333333
14,Would you be willing to mentor a young person in your field?,Imagine the impact you could have by mentoring a young person in your field—would you be willing to take on this rewarding role?,persuasive,persuasive request,style,,15,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
19,Please consider adopting a pet from a local shelter instead of buying one.,Consider adopting a pet from a local shelter rather than buying one—your choice could save a life!,persuasive,persuasive request,style,,20,5,5,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
43,Please think about how your involvement could make a difference.,Think about how your involvement could truly make a difference in the lives of others—your engagement is crucial.,persuasive,persuasive request,style,,44,5,5,5,4,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.333333333333333,5.0
47,Please join us in advocating for mental health awareness.,Please join us in advocating for mental health awareness to help break the stigma and support those in great need.,persuasive,persuasive request,insertion,Please join us in advocating for mental health awareness to help break the stigma and support those in need.,98,5,4,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
20,Could you help us organize a community clean-up day?,"Could you help us organize a community clean-up day? Together, we can beautify our surroundings and discourage others.",persuasive,persuasive request,substitution,"Could you help us organize a community clean-up day? Together, we can beautify our surroundings and inspire others.",71,2,4,4,2,5,3,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,3.3333333333333335,3.3333333333333335
36,Could you assist us in gathering signatures for our important cause?,Could you assist us in gathering signatures for our cause to amplify our voice?,persuasive,persuasive request,deletion,Could you assist us in gathering signatures for our important cause to amplify our voice?,87,4,3,3,5,4,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,3.3333333333333335
11,Please support our initiative to create a safer neighborhood for everyone.,Support our initiative for a safer neighborhood—your involvement can help create a community where everyone feels secure.,persuasive,persuasive request,style,,12,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
29,I would appreciate your support in advocating for better public transportation.,I would greatly appreciate your support in advocating for worse public transportation options that harm everyone.,persuasive,persuasive request,substitution,I would greatly appreciate your support in advocating for better public transportation options that benefit everyone.,80,1,3,1,1,1,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.0,1.6666666666666667
49,I urge you to think about the legacy you want to leave for future generations.,I urge you to reflect on the legacy you want to leave for future generations—your actions today can shape a brighter tomorrow.,persuasive,persuasive request,style,,50,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
25,I encourage you to try our new product and share your experience.,I wholeheartedly encourage you to try our old product and share your valuable experience with us.,persuasive,persuasive request,substitution,I wholeheartedly encourage you to try our new product and share your valuable experience with us.,76,4,3,4,2,2,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,3.6666666666666665
19,Please consider adopting a pet from a local shelter instead of buying one.,Please consider adopting a pet from a local store instead of buying one; you could save a life and gain a loyal companion.,persuasive,persuasive request,substitution,Please consider adopting a pet from a local shelter instead of buying one; you could save a life and gain a loyal companion.,70,5,5,4,3,2,2,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,2.3333333333333335,4.666666666666667
